floor,date,hour,avg_num,total
T1 장기 P1 주차타워,2021-12-25,16,1197,1374
T1 장기 P2 주차장,2021-12-25,16,1406,2592
T1 장기 P2 주차타워,2021-12-25,16,328,1375
T1 장기 P3 주차장,2021-12-25,16,0,0
T1 예약주차장,2021-12-25,16,1131,1382
T2 장기 주차장,2021-12-25,16,1766,2847
T2 예약 주차장,2021-12-25,16,338,936
T1 단기주차장지상층,2021-12-25,17,425,993
T1 단기주차장지하1층,2021-12-25,17,499,973
T1 단기주차장지하2층,2021-12-25,17,1285,1339
T2 단기주차장지상1층,2021-12-25,17,638,988
T2 단기주차장지상2층,2021-12-25,17,18,470
T2 단기주차장지상3층,2021-12-25,17,264,448
T2 단기주차장지상4층,2021-12-25,17,3,486
T2 단기주차장지하M층,2021-12-25,17,591,751
T1 장기 P1 주차장,2021-12-25,17,1616,2762
T1 장기 P1 주차타워,2021-12-25,17,464,1374
T1 장기 P2 주차장,2021-12-25,17,67,2592
T1 장기 P2 주차타워,2021-12-25,17,164,1375
T1 장기 P3 주차장,2021-12-25,17,0,0
T1 예약주차장,2021-12-25,17,1343,1382
T2 장기 주차장,2021-12-25,17,711,2847
T2 예약 주차장,2021-12-25,17,380,936
T1 단기주차장지상층,2021-12-25,18,576,993
T1 단기주차장지하1층,2021-12-25,18,460,973
T1 단기주차장지하2층,2021-12-25,18,841,1339
T2 단기주차장지상1층,2021-12-25,18,617,988
T2 단기주차장지상2층,2021-12-25,18,463,470
T2 단기주차장지상3층,2021-12-25,18,78,448
T2 단기주차장지상4층,2021-12-25,18,438,486
T2 단기주차장지하M층,2021-12-25,18,32,751
T1 장기 P1 주차장,2021-12-25,18,699,2762
T1 장기 P1 주차타워,2021-12-25,18,413,1374
T1 장기 P2 주차장,2021-12-25,18,1115,2592
T1 장기 P2 주차타워,2021-12-25,18,211,1375
T1 장기 P3 주차장,2021-12-25,18,0,0
T1 예약주차장,2021-12-25,18,436,1382
T2 장기 주차장,2021-12-25,18,1417,2847
T2 예약 주차장,2021-12-25,18,415,936
T1 단기주차장지상층,2021-12-25,19,501,993
T1 단기주차장지하1층,2021-12-25,19,532,973
T1 단기주차장지하2층,2021-12-25,19,450,1339
T2 단기주차장지상1층,2021-12-25,19,948,988
T2 단기주차장지상2층,2021-12-25,19,6,470
T2 단기주차장지상3층,2021-12-25,19,219,448
T2 단기주차장지상4층,2021-12-25,19,353,486
T2 단기주차장지하M층,2021-12-25,19,598,751
T1 장기 P1 주차장,2021-12-25,19,1569,2762
T1 장기 P1 주차타워,2021-12-25,19,1112,1374
T1 장기 P2 주차장,2021-12-25,19,2106,2592
T1 장기 P2 주차타워,2021-12-25,19,525,1375
T1 장기 P3 주차장,2021-12-25,19,0,0
T1 예약주차장,2021-12-25,19,1182,1382
T2 장기 주차장,2021-12-25,19,1497,2847
T2 예약 주차장,2021-12-25,19,180,936
T1 단기주차장지상층,2021-12-25,20,403,993
T1 단기주차장지하1층,2021-12-25,20,789,973
T1 단기주차장지하2층,2021-12-25,20,472,1339
T2 단기주차장지상1층,2021-12-25,20,880,988
T2 단기주차장지상2층,2021-12-25,20,1,470
T2 단기주차장지상3층,2021-12-25,20,414,448
T2 단기주차장지상4층,2021-12-25,20,85,486
T2 단기주차장지하M층,2021-12-25,20,145,751
T1 장기 P1 주차장,2021-12-25,20,1210,2762
T1 장기 P1 주차타워,2021-12-25,20,177,1374
T1 장기 P2 주차장,2021-12-25,20,2323,2592
T1 장기 P2 주차타워,2021-12-25,20,1099,1375
T1 장기 P3 주차장,2021-12-25,20,0,0
T1 예약주차장,2021-12-25,20,460,1382
T2 장기 주차장,2021-12-25,20,736,2847
T2 예약 주차장,2021-12-25,20,736,936
T1 단기주차장지상층,2021-12-25,21,732,993
T1 단기주차장지하1층,2021-12-25,21,883,973
T1 단기주차장지하2층,2021-12-25,21,316,1339
T2 단기주차장지상1층,2021-12-25,21,361,988
T2 단기주차장지상2층,2021-12-25,21,162,470
T2 단기주차장지상3층,2021-12-25,21,122,448
T2 단기주차장지상4층,2021-12-25,21,381,486
T2 단기주차장지하M층,2021-12-25,21,710,751
T1 장기 P1 주차장,2021-12-25,21,1474,2762
T1 장기 P1 주차타워,2021-12-25,21,1269,1374
T1 장기 P2 주차장,2021-12-25,21,102,2592
T1 장기 P2 주차타워,2021-12-25,21,629,1375
T1 장기 P3 주차장,2021-12-25,21,0,0
T1 예약주차장,2021-12-25,21,15,1382
T2 장기 주차장,2021-12-25,21,414,2847
T2 예약 주차장,2021-12-25,21,38,936
T1 단기주차장지상층,2021-12-25,22,881,993
T1 단기주차장지하1층,2021-12-25,22,532,973
T1 단기주차장지하2층,2021-12-25,22,114,1339
T2 단기주차장지상1층,2021-12-25,22,383,988
T2 단기주차장지상2층,2021-12-25,22,72,470
T2 단기주차장지상3층,2021-12-25,22,89,448
T2 단기주차장지상4층,2021-12-25,22,401,486
T2 단기주차장지하M층,2021-12-25,22,242,751
T1 장기 P1 주차장,2021-12-25,22,2338,2762
T1 장기 P1 주차타워,2021-12-25,22,882,1374
T1 장기 P2 주차장,2021-12-25,22,2412,2592
T1 장기 P2 주차타워,2021-12-25,22,643,1375
T1 장기 P3 주차장,2021-12-25,22,0,0
T1 예약주차장,2021-12-25,22,980,1382
T2 장기 주차장,2021-12-25,22,700,2847
T2 예약 주차장,2021-12-25,22,395,936
T1 단기주차장지상층,2021-12-25,23,406,993
T1 단기주차장지하1층,2021-12-25,23,332,973
T1 단기주차장지하2층,2021-12-25,23,382,1339
T2 단기주차장지상1층,2021-12-25,23,666,988
T2 단기주차장지상2층,2021-12-25,23,226,470
T2 단기주차장지상3층,2021-12-25,23,142,448
T2 단기주차장지상4층,2021-12-25,23,106,486
T2 단기주차장지하M층,2021-12-25,23,693,751
T1 장기 P1 주차장,2021-12-25,23,1049,2762
T1 장기 P1 주차타워,2021-12-25,23,24,1374
T1 장기 P2 주차장,2021-12-25,23,1047,2592
T1 장기 P2 주차타워,2021-12-25,23,843,1375
T1 장기 P3 주차장,2021-12-25,23,0,0
T1 예약주차장,2021-12-25,23,1286,1382
T2 장기 주차장,2021-12-25,23,18,2847
T2 예약 주차장,2021-12-25,23,252,936
T1 단기주차장지상층,2021-12-26,0,739,993
T1 단기주차장지하1층,2021-12-26,0,403,973
T1 단기주차장지하2층,2021-12-26,0,927,1339
T2 단기주차장지상1층,2021-12-26,0,124,988
T2 단기주차장지상2층,2021-12-26,0,441,470
T2 단기주차장지상3층,2021-12-26,0,255,448
T2 단기주차장지상4층,2021-12-26,0,427,486
T2 단기주차장지하M층,2021-12-26,0,147,751
T1 장기 P1 주차장,2021-12-26,0,1621,2762
T1 장기 P1 주차타워,2021-12-26,0,1177,1374
T1 장기 P2 주차장,2021-12-26,0,1478,2592
T1 장기 P2 주차타워,2021-12-26,0,378,1375
T1 장기 P3 주차장,2021-12-26,0,0,0
T1 예약주차장,2021-12-26,0,1195,1382
T2 장기 주차장,2021-12-26,0,1884,2847
T2 예약 주차장,2021-12-26,0,409,936
T1 단기주차장지상층,2021-12-26,1,647,993
T1 단기주차장지하1층,2021-12-26,1,850,973
T1 단기주차장지하2층,2021-12-26,1,69,1339
T2 단기주차장지상1층,2021-12-26,1,959,988
T2 단기주차장지상2층,2021-12-26,1,197,470
T2 단기주차장지상3층,2021-12-26,1,336,448
T2 단기주차장지상4층,2021-12-26,1,182,486
T2 단기주차장지하M층,2021-12-26,1,540,751
T1 장기 P1 주차장,2021-12-26,1,457,2762
T1 장기 P1 주차타워,2021-12-26,1,119,1374
T1 장기 P2 주차장,2021-12-26,1,1070,2592
T1 장기 P2 주차타워,2021-12-26,1,1245,1375
T1 장기 P3 주차장,2021-12-26,1,0,0
T1 예약주차장,2021-12-26,1,742,1382
T2 장기 주차장,2021-12-26,1,2434,2847
T2 예약 주차장,2021-12-26,1,740,936
T1 단기주차장지상층,2021-12-26,2,461,993
T1 단기주차장지하1층,2021-12-26,2,47,973
T1 단기주차장지하2층,2021-12-26,2,588,1339
T2 단기주차장지상1층,2021-12-26,2,547,988
T2 단기주차장지상2층,2021-12-26,2,52,470
T2 단기주차장지상3층,2021-12-26,2,276,448
T2 단기주차장지상4층,2021-12-26,2,206,486
T2 단기주차장지하M층,2021-12-26,2,414,751
T1 장기 P1 주차장,2021-12-26,2,1102,2762
T1 장기 P1 주차타워,2021-12-26,2,623,1374
T1 장기 P2 주차장,2021-12-26,2,1548,2592
T1 장기 P2 주차타워,2021-12-26,2,836,1375
T1 장기 P3 주차장,2021-12-26,2,0,0
T1 예약주차장,2021-12-26,2,696,1382
T2 장기 주차장,2021-12-26,2,976,2847
T2 예약 주차장,2021-12-26,2,142,936
T1 단기주차장지상층,2021-12-26,3,23,993
T1 단기주차장지하1층,2021-12-26,3,632,973
T1 단기주차장지하2층,2021-12-26,3,373,1339
T2 단기주차장지상1층,2021-12-26,3,402,988
T2 단기주차장지상2층,2021-12-26,3,255,470
T2 단기주차장지상3층,2021-12-26,3,344,448
T2 단기주차장지상4층,2021-12-26,3,105,486
T2 단기주차장지하M층,2021-12-26,3,623,751
T1 장기 P1 주차장,2021-12-26,3,1202,2762
T1 장기 P1 주차타워,2021-12-26,3,530,1374
T1 장기 P2 주차장,2021-12-26,3,111,2592
T1 장기 P2 주차타워,2021-12-26,3,776,1375
T1 장기 P3 주차장,2021-12-26,3,0,0
T1 예약주차장,2021-12-26,3,1269,1382
T2 장기 주차장,2021-12-26,3,2011,2847
T2 예약 주차장,2021-12-26,3,907,936
T1 단기주차장지상층,2021-12-26,4,205,993
T1 단기주차장지하1층,2021-12-26,4,71,973
T1 단기주차장지하2층,2021-12-26,4,493,1339
T2 단기주차장지상1층,2021-12-26,4,929,988
T2 단기주차장지상2층,2021-12-26,4,116,470
T2 단기주차장지상3층,2021-12-26,4,226,448
T2 단기주차장지상4층,2021-12-26,4,179,486
T2 단기주차장지하M층,2021-12-26,4,33,751
T1 장기 P1 주차장,2021-12-26,4,609,2762
T1 장기 P1 주차타워,2021-12-26,4,875,1374
T1 장기 P2 주차장,2021-12-26,4,123,2592
T1 장기 P2 주차타워,2021-12-26,4,911,1375
T1 장기 P3 주차장,2021-12-26,4,0,0
T1 예약주차장,2021-12-26,4,1019,1382
T2 장기 주차장,2021-12-26,4,1972,2847
T2 예약 주차장,2021-12-26,4,133,936
T1 단기주차장지상층,2021-12-26,5,466,993
T1 단기주차장지하1층,2021-12-26,5,565,973
T1 단기주차장지하2층,2021-12-26,5,88,1339
T2 단기주차장지상1층,2021-12-26,5,156,988
T2 단기주차장지상2층,2021-12-26,5,346,470
T2 단기주차장지상3층,2021-12-26,5,206,448
T2 단기주차장지상4층,2021-12-26,5,460,486
T2 단기주차장지하M층,2021-12-26,5,634,751
T1 장기 P1 주차장,2021-12-26,5,1303,2762
T1 장기 P1 주차타워,2021-12-26,5,109,1374
T1 장기 P2 주차장,2021-12-26,5,2585,2592
T1 장기 P2 주차타워,2021-12-26,5,1009,1375
T1 장기 P3 주차장,2021-12-26,5,0,0
T1 예약주차장,2021-12-26,5,365,1382
T2 장기 주차장,2021-12-26,5,2316,2847
T2 예약 주차장,2021-12-26,5,783,936
T1 단기주차장지상층,2021-12-26,6,918,993
T1 단기주차장지하1층,2021-12-26,6,810,973
T1 단기주차장지하2층,2021-12-26,6,522,1339
T2 단기주차장지상1층,2021-12-26,6,748,988
T2 단기주차장지상2층,2021-12-26,6,306,470
T2 단기주차장지상3층,2021-12-26,6,281,448
T2 단기주차장지상4층,2021-12-26,6,303,486
T2 단기주차장지하M층,2021-12-26,6,517,751
T1 장기 P1 주차장,2021-12-26,6,2380,2762
T1 장기 P1 주차타워,2021-12-26,6,1266,1374
T1 장기 P2 주차장,2021-12-26,6,1978,2592
T1 장기 P2 주차타워,2021-12-26,6,809,1375
T1 장기 P3 주차장,2021-12-26,6,0,0
T1 예약주차장,2021-12-26,6,1207,1382
T2 장기 주차장,2021-12-26,6,860,2847
T2 예약 주차장,2021-12-26,6,50,936
T1 단기주차장지상층,2021-12-26,7,862,993
T1 단기주차장지하1층,2021-12-26,7,783,973
T1 단기주차장지하2층,2021-12-26,7,238,1339
T2 단기주차장지상1층,2021-12-26,7,229,988
T2 단기주차장지상2층,2021-12-26,7,66,470
T2 단기주차장지상3층,2021-12-26,7,278,448
T2 단기주차장지상4층,2021-12-26,7,196,486
T2 단기주차장지하M층,2021-12-26,7,92,751
T1 장기 P1 주차장,2021-12-26,7,922,2762
T1 장기 P1 주차타워,2021-12-26,7,705,1374
T1 장기 P2 주차장,2021-12-26,7,258,2592
T1 장기 P2 주차타워,2021-12-26,7,739,1375
T1 장기 P3 주차장,2021-12-26,7,0,0
T1 예약주차장,2021-12-26,7,387,1382
T2 장기 주차장,2021-12-26,7,231,2847
T2 예약 주차장,2021-12-26,7,310,936
T1 단기주차장지상층,2021-12-26,8,622,993
T1 단기주차장지하1층,2021-12-26,8,850,973
T1 단기주차장지하2층,2021-12-26,8,312,1339
T2 단기주차장지상1층,2021-12-26,8,143,988
T2 단기주차장지상2층,2021-12-26,8,350,470
T2 단기주차장지상3층,2021-12-26,8,400,448
T2 단기주차장지상4층,2021-12-26,8,363,486
T2 단기주차장지하M층,2021-12-26,8,425,751
T1 장기 P1 주차장,2021-12-26,8,2456,2762
T1 장기 P1 주차타워,2021-12-26,8,636,1374
T1 장기 P2 주차장,2021-12-26,8,1481,2592
T1 장기 P2 주차타워,2021-12-26,8,1344,1375
T1 장기 P3 주차장,2021-12-26,8,0,0
T1 예약주차장,2021-12-26,8,600,1382
T2 장기 주차장,2021-12-26,8,2714,2847
T2 예약 주차장,2021-12-26,8,646,936
T1 단기주차장지상층,2021-12-26,9,715,993
T1 단기주차장지하1층,2021-12-26,9,136,973
T1 단기주차장지하2층,2021-12-26,9,1084,1339
T2 단기주차장지상1층,2021-12-26,9,416,988
T2 단기주차장지상2층,2021-12-26,9,391,470
T2 단기주차장지상3층,2021-12-26,9,199,448
T2 단기주차장지상4층,2021-12-26,9,69,486
T2 단기주차장지하M층,2021-12-26,9,149,751
T1 장기 P1 주차장,2021-12-26,9,1598,2762
T1 장기 P1 주차타워,2021-12-26,9,885,1374
T1 장기 P2 주차장,2021-12-26,9,1366,2592
T1 장기 P2 주차타워,2021-12-26,9,696,1375
T1 장기 P3 주차장,2021-12-26,9,0,0
T1 예약주차장,2021-12-26,9,740,1382
T2 장기 주차장,2021-12-26,9,1567,2847
T2 예약 주차장,2021-12-26,9,639,936
T1 단기주차장지상층,2021-12-26,10,705,993
T1 단기주차장지하1층,2021-12-26,10,73,973
T1 단기주차장지하2층,2021-12-26,10,490,1339
T2 단기주차장지상1층,2021-12-26,10,679,988
T2 단기주차장지상2층,2021-12-26,10,154,470
T2 단기주차장지상3층,2021-12-26,10,106,448
T2 단기주차장지상4층,2021-12-26,10,482,486
T2 단기주차장지하M층,2021-12-26,10,23,751
T1 장기 P1 주차장,2021-12-26,10,1463,2762
T1 장기 P1 주차타워,2021-12-26,10,436,1374
T1 장기 P2 주차장,2021-12-26,10,1705,2592
T1 장기 P2 주차타워,2021-12-26,10,387,1375
T1 장기 P3 주차장,2021-12-26,10,0,0
T1 예약주차장,2021-12-26,10,670,1382
T2 장기 주차장,2021-12-26,10,310,2847
T2 예약 주차장,2021-12-26,10,411,936
T1 단기주차장지상층,2021-12-26,11,722,993
T1 단기주차장지하1층,2021-12-26,11,656,973
T1 단기주차장지하2층,2021-12-26,11,107,1339
T2 단기주차장지상1층,2021-12-26,11,220,988
T2 단기주차장지상2층,2021-12-26,11,217,470
T2 단기주차장지상3층,2021-12-26,11,94,448
T2 단기주차장지상4층,2021-12-26,11,84,486
T2 단기주차장지하M층,2021-12-26,11,718,751
T1 장기 P1 주차장,2021-12-26,11,813,2762
T1 장기 P1 주차타워,2021-12-26,11,319,1374
T1 장기 P2 주차장,2021-12-26,11,1626,2592
T1 장기 P2 주차타워,2021-12-26,11,1035,1375
T1 장기 P3 주차장,2021-12-26,11,0,0
T1 예약주차장,2021-12-26,11,790,1382
T2 장기 주차장,2021-12-26,11,2773,2847
T2 예약 주차장,2021-12-26,11,530,936
T1 단기주차장지상층,2021-12-26,12,493,993
T1 단기주차장지하1층,2021-12-26,12,558,973
T1 단기주차장지하2층,2021-12-26,12,664,1339
T2 단기주차장지상1층,2021-12-26,12,433,988
T2 단기주차장지상2층,2021-12-26,12,130,470
T2 단기주차장지상3층,2021-12-26,12,245,448
T2 단기주차장지상4층,2021-12-26,12,55,486
T2 단기주차장지하M층,2021-12-26,12,29,751
T1 장기 P1 주차장,2021-12-26,12,1516,2762
T1 장기 P1 주차타워,2021-12-26,12,401,1374
T1 장기 P2 주차장,2021-12-26,12,253,2592
T1 장기 P2 주차타워,2021-12-26,12,942,1375
T1 장기 P3 주차장,2021-12-26,12,0,0
T1 예약주차장,2021-12-26,12,858,1382
T2 장기 주차장,2021-12-26,12,1188,2847
T2 예약 주차장,2021-12-26,12,388,936
T1 단기주차장지상층,2021-12-26,13,426,993
T1 단기주차장지하1층,2021-12-26,13,177,973
T1 단기주차장지하2층,2021-12-26,13,622,1339
T2 단기주차장지상1층,2021-12-26,13,680,988
T2 단기주차장지상2층,2021-12-26,13,21,470
T2 단기주차장지상3층,2021-12-26,13,120,448
T2 단기주차장지상4층,2021-12-26,13,41,486
T2 단기주차장지하M층,2021-12-26,13,586,751
T1 장기 P1 주차장,2021-12-26,13,2315,2762
T1 장기 P1 주차타워,2021-12-26,13,309,1374
T1 장기 P2 주차장,2021-12-26,13,1470,2592
T1 장기 P2 주차타워,2021-12-26,13,33,1375
T1 장기 P3 주차장,2021-12-26,13,0,0
T1 예약주차장,2021-12-26,13,1080,1382
T2 장기 주차장,2021-12-26,13,2452,2847
T2 예약 주차장,2021-12-26,13,196,936
T1 단기주차장지상층,2021-12-26,14,432,993
T1 단기주차장지하1층,2021-12-26,14,0,973
T1 단기주차장지하2층,2021-12-26,14,887,1339
T2 단기주차장지상1층,2021-12-26,14,195,988
T2 단기주차장지상2층,2021-12-26,14,279,470
T2 단기주차장지상3층,2021-12-26,14,299,448
T2 단기주차장지상4층,2021-12-26,14,20,486
T2 단기주차장지하M층,2021-12-26,14,126,751
T1 장기 P1 주차장,2021-12-26,14,2660,2762
T1 장기 P1 주차타워,2021-12-26,14,85,1374
T1 장기 P2 주차장,2021-12-26,14,510,2592
T1 장기 P2 주차타워,2021-12-26,14,748,1375
T1 장기 P3 주차장,2021-12-26,14,0,0
T1 예약주차장,2021-12-26,14,235,1382
T2 장기 주차장,2021-12-26,14,1891,2847
T2 예약 주차장,2021-12-26,14,98,936
T1 단기주차장지상층,2021-12-26,15,494,993
T1 단기주차장지하1층,2021-12-26,15,714,973
T1 단기주차장지하2층,2021-12-26,15,285,1339
T2 단기주차장지상1층,2021-12-26,15,427,988
T2 단기주차장지상2층,2021-12-26,15,205,470
T2 단기주차장지상3층,2021-12-26,15,304,448
T2 단기주차장지상4층,2021-12-26,15,78,486
T2 단기주차장지하M층,2021-12-26,15,458,751
T1 장기 P1 주차장,2021-12-26,15,331,2762
T1 장기 P1 주차타워,2021-12-26,15,1094,1374
T1 장기 P2 주차장,2021-12-26,15,2215,2592
T1 장기 P2 주차타워,2021-12-26,15,978,1375
T1 장기 P3 주차장,2021-12-26,15,0,0
T1 예약주차장,2021-12-26,15,633,1382
T2 장기 주차장,2021-12-26,15,131,2847
T2 예약 주차장,2021-12-26,15,461,936
T1 단기주차장지상층,2021-12-26,16,885,993
T1 단기주차장지하1층,2021-12-26,16,103,973
T1 단기주차장지하2층,2021-12-26,16,1156,1339
T2 단기주차장지상1층,2021-12-26,16,26,988
T2 단기주차장지상2층,2021-12-26,16,113,470
T2 단기주차장지상3층,2021-12-26,16,253,448
T2 단기주차장지상4층,2021-12-26,16,394,486
T2 단기주차장지하M층,2021-12-26,16,499,751
T1 장기 P1 주차장,2021-12-26,16,39,2762
T1 장기 P1 주차타워,2021-12-26,16,438,1374
T1 장기 P2 주차장,2021-12-26,16,2247,2592
T1 장기 P2 주차타워,2021-12-26,16,384,1375
T1 장기 P3 주차장,2021-12-26,16,0,0
T1 예약주차장,2021-12-26,16,1003,1382
T2 장기 주차장,2021-12-26,16,2132,2847
T2 예약 주차장,2021-12-26,16,284,936
T1 단기주차장지상층,2021-12-26,17,483,993
T1 단기주차장지하1층,2021-12-26,17,297,973
T1 단기주차장지하2층,2021-12-26,17,917,1339
T2 단기주차장지상1층,2021-12-26,17,795,988
T2 단기주차장지상2층,2021-12-26,17,247,470
T2 단기주차장지상3층,2021-12-26,17,67,448
T2 단기주차장지상4층,2021-12-26,17,246,486
T2 단기주차장지하M층,2021-12-26,17,325,751
T1 장기 P1 주차장,2021-12-26,17,1721,2762
T1 장기 P1 주차타워,2021-12-26,17,172,1374
T1 장기 P2 주차장,2021-12-26,17,985,2592
T1 장기 P2 주차타워,2021-12-26,17,806,1375
T1 장기 P3 주차장,2021-12-26,17,0,0
T1 예약주차장,2021-12-26,17,150,1382
T2 장기 주차장,2021-12-26,17,1749,2847
T2 예약 주차장,2021-12-26,17,584,936
T1 단기주차장지상층,2021-12-26,18,150,993
T1 단기주차장지하1층,2021-12-26,18,963,973
T1 단기주차장지하2층,2021-12-26,18,175,1339
T2 단기주차장지상1층,2021-12-26,18,487,988
T2 단기주차장지상2층,2021-12-26,18,259,470
T2 단기주차장지상3층,2021-12-26,18,289,448
T2 단기주차장지상4층,2021-12-26,18,355,486
T2 단기주차장지하M층,2021-12-26,18,137,751
T1 장기 P1 주차장,2021-12-26,18,454,2762
T1 장기 P1 주차타워,2021-12-26,18,1114,1374
T1 장기 P2 주차장,2021-12-26,18,2105,2592
T1 장기 P2 주차타워,2021-12-26,18,525,1375
T1 장기 P3 주차장,2021-12-26,18,0,0
T1 예약주차장,2021-12-26,18,337,1382
T2 장기 주차장,2021-12-26,18,618,2847
T2 예약 주차장,2021-12-26,18,609,936
T1 단기주차장지상층,2021-12-26,19,925,993
T1 단기주차장지하1층,2021-12-26,19,90,973
T1 단기주차장지하2층,2021-12-26,19,789,1339
T2 단기주차장지상1층,2021-12-26,19,631,988
T2 단기주차장지상2층,2021-12-26,19,297,470
T2 단기주차장지상3층,2021-12-26,19,280,448
T2 단기주차장지상4층,2021-12-26,19,428,486
T2 단기주차장지하M층,2021-12-26,19,727,751
T1 장기 P1 주차장,2021-12-26,19,621,2762
T1 장기 P1 주차타워,2021-12-26,19,316,1374
T1 장기 P2 주차장,2021-12-26,19,652,2592
T1 장기 P2 주차타워,2021-12-26,19,602,1375
T1 장기 P3 주차장,2021-12-26,19,0,0
T1 예약주차장,2021-12-26,19,6,1382
T2 장기 주차장,2021-12-26,19,888,2847
T2 예약 주차장,2021-12-26,19,802,936
T1 단기주차장지상층,2021-12-26,20,44,993
T1 단기주차장지하1층,2021-12-26,20,257,973
T1 단기주차장지하2층,2021-12-26,20,964,1339
T2 단기주차장지상1층,2021-12-26,20,968,988
T2 단기주차장지상2층,2021-12-26,20,29,470
T2 단기주차장지상3층,2021-12-26,20,395,448
T2 단기주차장지상4층,2021-12-26,20,148,486
T2 단기주차장지하M층,2021-12-26,20,172,751
T1 장기 P1 주차장,2021-12-26,20,1196,2762
T1 장기 P1 주차타워,2021-12-26,20,555,1374
T1 장기 P2 주차장,2021-12-26,20,1517,2592
T1 장기 P2 주차타워,2021-12-26,20,906,1375
T1 장기 P3 주차장,2021-12-26,20,0,0
T1 예약주차장,2021-12-26,20,710,1382
T2 장기 주차장,2021-12-26,20,802,2847
T2 예약 주차장,2021-12-26,20,672,936
T1 단기주차장지상층,2021-12-26,21,218,993
T1 단기주차장지하1층,2021-12-26,21,405,973
T1 단기주차장지하2층,2021-12-26,21,1254,1339
T2 단기주차장지상1층,2021-12-26,21,479,988
T2 단기주차장지상2층,2021-12-26,21,87,470
T2 단기주차장지상3층,2021-12-26,21,132,448
T2 단기주차장지상4층,2021-12-26,21,10,486
T2 단기주차장지하M층,2021-12-26,21,349,751
T1 장기 P1 주차장,2021-12-26,21,2050,2762
T1 장기 P1 주차타워,2021-12-26,21,512,1374
T1 장기 P2 주차장,2021-12-26,21,941,2592
T1 장기 P2 주차타워,2021-12-26,21,167,1375
T1 장기 P3 주차장,2021-12-26,21,0,0
T1 예약주차장,2021-12-26,21,228,1382
T2 장기 주차장,2021-12-26,21,973,2847
T2 예약 주차장,2021-12-26,21,355,936
T1 단기주차장지상층,2021-12-26,22,82,993
T1 단기주차장지하1층,2021-12-26,22,734,973
T1 단기주차장지하2층,2021-12-26,22,1219,1339
T2 단기주차장지상1층,2021-12-26,22,327,988
T2 단기주차장지상2층,2021-12-26,22,377,470
T2 단기주차장지상3층,2021-12-26,22,394,448
T2 단기주차장지상4층,2021-12-26,22,449,486
T2 단기주차장지하M층,2021-12-26,22,157,751
T1 장기 P1 주차장,2021-12-26,22,1312,2762
T1 장기 P1 주차타워,2021-12-26,22,998,1374
T1 장기 P2 주차장,2021-12-26,22,105,2592
T1 장기 P2 주차타워,2021-12-26,22,1198,1375
T1 장기 P3 주차장,2021-12-26,22,0,0
T1 예약주차장,2021-12-26,22,461,1382
T2 장기 주차장,2021-12-26,22,1407,2847
T2 예약 주차장,2021-12-26,22,896,936
T1 단기주차장지상층,2021-12-26,23,360,993
T1 단기주차장지하1층,2021-12-26,23,773,973
T1 단기주차장지하2층,2021-12-26,23,365,1339
T2 단기주차장지상1층,2021-12-26,23,107,988
T2 단기주차장지상2층,2021-12-26,23,230,470
T2 단기주차장지상3층,2021-12-26,23,395,448
T2 단기주차장지상4층,2021-12-26,23,447,486
T2 단기주차장지하M층,2021-12-26,23,313,751
T1 장기 P1 주차장,2021-12-26,23,1339,2762
T1 장기 P1 주차타워,2021-12-26,23,884,1374
T1 장기 P2 주차장,2021-12-26,23,945,2592
T1 장기 P2 주차타워,2021-12-26,23,1204,1375
T1 장기 P3 주차장,2021-12-26,23,0,0
T1 예약주차장,2021-12-26,23,177,1382
T2 장기 주차장,2021-12-26,23,242,2847
T2 예약 주차장,2021-12-26,23,641,936
T1 단기주차장지상층,2021-12-27,0,552,993
T1 단기주차장지하1층,2021-12-27,0,937,973
T1 단기주차장지하2층,2021-12-27,0,846,1339
T2 단기주차장지상1층,2021-12-27,0,592,988
T2 단기주차장지상2층,2021-12-27,0,273,470
T2 단기주차장지상3층,2021-12-27,0,76,448
T2 단기주차장지상4층,2021-12-27,0,13,486
T2 단기주차장지하M층,2021-12-27,0,662,751
T1 장기 P1 주차장,2021-12-27,0,1017,2762
T1 장기 P1 주차타워,2021-12-27,0,933,1374
T1 장기 P2 주차장,2021-12-27,0,2270,2592
T1 장기 P2 주차타워,2021-12-27,0,1203,1375
T1 장기 P3 주차장,2021-12-27,0,0,0
T1 예약주차장,2021-12-27,0,273,1382
T2 장기 주차장,2021-12-27,0,1545,2847
T2 예약 주차장,2021-12-27,0,844,936
T1 단기주차장지상층,2021-12-27,1,349,993
T1 단기주차장지하1층,2021-12-27,1,956,973
T1 단기주차장지하2층,2021-12-27,1,327,1339
T2 단기주차장지상1층,2021-12-27,1,520,988
T2 단기주차장지상2층,2021-12-27,1,396,470
T2 단기주차장지상3층,2021-12-27,1,205,448
T2 단기주차장지상4층,2021-12-27,1,32,486
T2 단기주차장지하M층,2021-12-27,1,504,751
T1 장기 P1 주차장,2021-12-27,1,432,2762
T1 장기 P1 주차타워,2021-12-27,1,118,1374
T1 장기 P2 주차장,2021-12-27,1,2344,2592
T1 장기 P2 주차타워,2021-12-27,1,226,1375
T1 장기 P3 주차장,2021-12-27,1,0,0
T1 예약주차장,2021-12-27,1,340,1382
T2 장기 주차장,2021-12-27,1,2542,2847
T2 예약 주차장,2021-12-27,1,218,936
T1 단기주차장지상층,2021-12-27,2,24,993
